x-axis,1,2
second,Volt,Volt
-15.50000E-03,-256.44786E-03,+93.88813E-03
-15.48450E-03,-257.40578E-03,+94.14535E-03
-15.46900E-03,-258.07318E-03,+94.40022E-03
-15.45350E-03,-258.85835E-03,+94.53095E-03
-15.43800E-03,-259.71419E-03,+94.63436E-03
-15.42250E-03,-260.52685E-03,+94.84000E-03
-15.40700E-03,-261.04114E-03,+95.17519E-03
-15.39150E-03,-261.55150E-03,+95.47905E-03
-15.37600E-03,-262.10113E-03,+95.53511E-03
-15.36050E-03,-263.19252E-03,+95.67009E-03
-15.34500E-03,-264.36243E-03,+95.83379E-03
-15.32950E-03,-265.12013E-03,+96.06746E-03
-15.31400E-03,-265.86997E-03,+96.21727E-03
-15.29850E-03,-266.80041E-03,+96.30160E-03
-15.28300E-03,-267.69943E-03,+96.42597E-03
-15.26750E-03,-268.24513E-03,+96.58191E-03
-15.25200E-03,-268.66520E-03,+96.75622E-03
-15.23650E-03,-269.14808E-03,+96.80969E-03
-15.22100E-03,-269.83511E-03,+96.88106E-03
-15.20550E-03,-271.02073E-03,+96.99837E-03
-15.19000E-03,-271.97864E-03,+97.12274E-03
-15.17450E-03,-272.68137E-03,+97.28927E-03
-15.15900E-03,-273.49403E-03,+97.31542E-03
-15.14350E-03,-274.48335E-03,+97.37784E-03
-15.12800E-03,-275.41771E-03,+97.44403E-03
-15.11250E-03,-275.81422E-03,+97.53449E-03
-15.09700E-03,-276.24215E-03,+97.62447E-03
-15.08150E-03,-276.72110E-03,+97.67605E-03
-15.06600E-03,-277.34924E-03,+97.72010E-03
-15.05050E-03,-278.06375E-03,+97.78606E-03
-15.03500E-03,-278.63693E-03,+97.89535E-03
-15.01950E-03,-279.21011E-03,+97.89488E-03
-15.00400E-03,-280.03454E-03,+97.97921E-03
-14.98850E-03,-281.22016E-03,+98.01195E-03
-14.97300E-03,-282.05245E-03,+98.04281E-03
-14.95750E-03,-282.67274E-03,+98.07367E-03
-14.94200E-03,-283.33228E-03,+98.12525E-03
-14.92650E-03,-283.96828E-03,+98.13562E-03
-14.91100E-03,-284.57286E-03,+98.21476E-03
-14.89550E-03,-285.04397E-03,+98.18814E-03
-14.88000E-03,-285.40515E-03,+98.22795E-03
-14.86450E-03,-286.00581E-03,+98.27106E-03
-14.84900E-03,-287.05402E-03,+98.25151E-03
-14.83350E-03,-288.43985E-03,+98.27153E-03
-14.81800E-03,-289.34673E-03,+98.28920E-03
-14.80250E-03,-290.14761E-03,+98.33183E-03
-14.78700E-03,-290.97204E-03,+98.31935E-03
