x-axis,1,2
second,Volt,Volt
-12.16000E-03,,
-12.14800E-03,-415.52449E-03,+54.65038E-03
-12.13600E-03,-416.01130E-03,+55.49020E-03
-12.12400E-03,-416.49811E-03,+56.21884E-03
-12.11200E-03,-417.15766E-03,+56.35012E-03
-12.10000E-03,-418.13128E-03,+56.59824E-03
-12.08800E-03,-419.05778E-03,+56.93304E-03
-12.07600E-03,-419.54459E-03,+57.34007E-03
-12.06400E-03,-419.92148E-03,+57.94874E-03
-12.05200E-03,-420.26696E-03,+58.49837E-03
-12.04000E-03,-420.62814E-03,+58.63656E-03
-12.02800E-03,-421.03643E-03,+58.84133E-03
-12.01600E-03,-421.53894E-03,+59.18681E-03
-12.00400E-03,-421.90012E-03,+59.66294E-03
-11.99200E-03,-422.19849E-03,+60.35641E-03
-11.98000E-03,-422.43404E-03,+60.99711E-03
-11.96800E-03,-422.77952E-03,+61.16671E-03
-11.95600E-03,-423.34484E-03,+61.34196E-03
-11.94400E-03,-424.36557E-03,+61.52726E-03
-11.93200E-03,-425.40201E-03,+61.84133E-03
-11.92000E-03,-426.01444E-03,+62.36269E-03
-11.90800E-03,-426.56407E-03,+62.92739E-03
-11.89600E-03,-427.14510E-03,+63.13907E-03
-11.88400E-03,-427.80464E-03,+63.28417E-03
-11.87200E-03,-428.43278E-03,+63.49648E-03
-11.86000E-03,-428.96670E-03,+63.77035E-03
-11.84800E-03,-429.26507E-03,+64.19246E-03
-11.83600E-03,-429.51633E-03,+64.67739E-03
-11.82400E-03,-429.81469E-03,+64.92676E-03
-11.81200E-03,-430.25439E-03,+65.02286E-03
-11.80000E-03,-431.13379E-03,+65.16734E-03
-11.78800E-03,-432.18593E-03,+65.43995E-03
-11.77600E-03,-432.90829E-03,+65.85829E-03
-11.76400E-03,-433.53643E-03,+66.35201E-03
-11.75200E-03,-434.14886E-03,+66.57688E-03
-11.74000E-03,-434.83982E-03,+66.63530E-03
-11.72800E-03,-435.60929E-03,+66.80678E-03
-11.71600E-03,-436.34736E-03,+66.97952E-03
-11.70400E-03,-436.78706E-03,+67.22638E-03
-11.69200E-03,-437.21105E-03,+67.52600E-03
-11.68000E-03,-437.55653E-03,+67.71884E-03
-11.66800E-03,-437.99623E-03,+67.75653E-03
-11.65600E-03,-438.75000E-03,+67.89472E-03
-11.64400E-03,-439.69221E-03,+68.07437E-03
-11.63200E-03,-440.43027E-03,+68.36583E-03
-11.62000E-03,-441.04271E-03,+68.67864E-03
-11.60800E-03,-441.57663E-03,+68.86520E-03
