"Record Length",100000,"Points",-1.16000001e-005,-0.306593748
"Sample Interval",4.00000005e-007,s,-1.12000001e-005,-0.306531248
"Trigger Point",29,"Samples",-1.08000001e-005,-0.307437498
"Trigger Time",           0,s,-1.04000001e-005,-0.307656248
"",,,-1.00000001e-005,-0.305812498
,,,-9.60000011e-006,-0.305687498
,,,-9.20000011e-006,-0.307156248
,,,-8.8000001e-006,-0.304124998
,,,-8.4000001e-006,-0.306218748
,,,-8.00000009e-006,-0.305093748
,,,-7.60000009e-006,-0.306062498
,,,-7.20000008e-006,-0.307999998
,,,-6.80000008e-006,-0.306624998
,,,-6.40000007e-006,-0.305999998
,,,-6.00000007e-006,-0.305187498
,,,-5.60000007e-006,-0.307281248
,,,-5.20000006e-006,-0.306968748
,,,-4.80000006e-006,-0.307562498
,,,-4.40000005e-006,-0.304437498
,,,-4.00000005e-006,-0.307312498
,,,-3.60000004e-006,-0.308187498
,,,-3.20000004e-006,-0.306968748
,,,-2.80000003e-006,-0.306124998
,,,-2.40000003e-006,-0.305468748
,,,-2.00000002e-006,-0.306499998
,,,-1.60000002e-006,-0.305468748
,,,-1.20000001e-006,-0.305249998
,,,-8.00000009e-007,-0.305749998
,,,-4.00000005e-007,-0.306437498
,,,           0,-0.306156248
,,,4.00000005e-007,-0.307249998
,,,8.00000009e-007,-0.307281248
,,,1.20000001e-006,-0.308093748
,,,1.60000002e-006,-0.304781248
,,,2.00000002e-006,-0.306406248
,,,2.40000003e-006,-0.304749998
,,,2.80000003e-006,-0.307999998
,,,3.20000004e-006,-0.306874998
,,,3.60000004e-006,-0.305124998
,,,4.00000005e-006,-0.306781248
,,,4.40000005e-006,-0.306156248
,,,4.80000006e-006,-0.307343748
,,,5.20000006e-006,-0.305999998
,,,5.60000007e-006,-0.307218748
,,,6.00000007e-006,-0.305968748
,,,6.40000007e-006,-0.305374998
,,,6.80000008e-006,-0.306968748
,,,7.20000008e-006,-0.306249998
,,,7.60000009e-006,-0.305687498
,,,8.00000009e-006,-0.304624998
,,,8.4000001e-006,-0.304843748
,,,8.8000001e-006,-0.304281248
,,,9.20000011e-006,-0.306187498
,,,9.60000011e-006,-0.305468748
,,,1.00000001e-005,-0.305281248
,,,1.04000001e-005,-0.306281248
,,,1.08000001e-005,-0.304906248
,,,1.12000001e-005,-0.304281248
,,,1.16000001e-005,-0.305468748
,,,1.20000001e-005,-0.304781248
,,,1.24000001e-005,-0.306156248
,,,1.28000001e-005,-0.305124998
,,,1.32000002e-005,-0.305281248
,,,1.36000002e-005,-0.305562498
,,,1.40000002e-005,-0.305687498
,,,1.44000002e-005,-0.305781248
,,,1.48000002e-005,-0.304499998
,,,1.52000002e-005,-0.304374998
,,,1.56000002e-005,-0.305468748
,,,1.60000002e-005,-0.306187498
,,,1.64000002e-005,-0.304187498
,,,1.68000002e-005,-0.305937498
,,,1.72000002e-005,-0.305437498
,,,1.76000002e-005,-0.304624998
,,,1.80000002e-005,-0.303093748
,,,1.84000002e-005,-0.305187498
,,,1.88000002e-005,-0.303874998
,,,1.92000002e-005,-0.306812498
,,,1.96000002e-005,-0.304062498
,,,2.00000002e-005,-0.306249998
,,,2.04000002e-005,-0.306874998
,,,2.08000002e-005,-0.304749998
,,,2.12000002e-005,-0.302874998
,,,2.16000003e-005,-0.307062498
,,,2.20000003e-005,-0.302999998
