/* Noise measurement performed with PAQS - v2.9.2
/* ADC channel 3
/* Calculated as sqrt(averaged PSD) over 500 averaged noise traces
/* Acquired at 14:12:56 on 20.2.2023
/* Frequency [Hz]	 Power spectral density [Vrms/sqrt(Hz)]
44584.3	9.77443e-005
44632	9.49437e-005
44679.6	9.26849e-005
44727.3	9.46561e-005
44775	9.81819e-005
44822.7	9.19181e-005
44870.4	9.36248e-005
44918.1	9.84844e-005
44965.7	9.95763e-005
45013.4	9.6101e-005
45061.1	0.000100427
45108.8	9.56232e-005
45156.5	9.69556e-005
45204.2	0.000102047
45251.8	9.22775e-005
45299.5	9.42102e-005
45347.2	9.48581e-005
45394.9	9.7478e-005
45442.6	9.72656e-005
45490.3	9.43383e-005
45537.9	9.65421e-005
45585.6	9.58443e-005
45633.3	9.2754e-005
45681	9.6713e-005
45728.7	9.46077e-005
45776.4	9.4245e-005
45824.1	9.48716e-005
45871.7	9.57728e-005
45919.4	9.75969e-005
45967.1	9.3482e-005
46014.8	9.74122e-005
46062.5	9.69174e-005
46110.2	9.83612e-005
46157.8	9.72554e-005
46205.5	9.52945e-005
46253.2	9.32168e-005
46300.9	9.23838e-005
46348.6	9.3488e-005
46396.3	9.20856e-005
46443.9	9.30925e-005
46491.6	9.20566e-005
46539.3	9.61361e-005
46587	9.29994e-005
46634.7	9.86758e-005
46682.4	9.37797e-005
46730	9.42701e-005
46777.7	9.42152e-005
46825.4	9.24586e-005
46873.1	9.23288e-005
46920.8	9.48662e-005
46968.5	9.25818e-005
47016.1	9.44354e-005
47063.8	9.05308e-005
47111.5	9.1542e-005
47159.2	9.17378e-005
47206.9	9.04799e-005
47254.6	9.07307e-005
47302.2	9.34186e-005
47349.9	9.20894e-005
47397.6	9.13274e-005
47445.3	9.26738e-005
47493	9.49879e-005
47540.7	9.63659e-005
47588.3	9.4132e-005
47636	8.95109e-005
47683.7	9.35852e-005
47731.4	9.45035e-005
47779.1	9.46102e-005
47826.8	9.06871e-005
47874.4	9.52851e-005
47922.1	9.28736e-005
47969.8	9.62887e-005
48017.5	9.186e-005
48065.2	9.42988e-005
48112.9	9.26198e-005
48160.6	9.10947e-005
48208.2	9.12991e-005
48255.9	9.18746e-005
48303.6	8.89823e-005
48351.3	9.24242e-005
48399	9.1797e-005
48446.7	9.25688e-005
48494.3	9.45301e-005
48542	8.92336e-005
48589.7	9.24963e-005
48637.4	8.9819e-005
48685.1	9.16928e-005
48732.8	9.00048e-005
48780.4	9.2162e-005
48828.1	9.28415e-005
48875.8	9.24425e-005
48923.5	9.275e-005
48971.2	9.00978e-005
49018.9	9.2148e-005
49066.5	9.03103e-005
49114.2	9.25613e-005
49161.9	8.8698e-005
49209.6	9.19591e-005
49257.3	9.14788e-005
49305	9.47882e-005
49352.6	9.42435e-005
49400.3	8.96711e-005
49448	8.72524e-005
49495.7	9.33025e-005
49543.4	9.24958e-005
49591.1	9.0123e-005
49638.8	8.72244e-005
49686.4	9.07817e-005
49734.1	9.06042e-005
49781.8	9.14986e-005
49829.5	8.9992e-005
49877.2	9.20646e-005
49924.9	9.01843e-005
49972.5	9.00413e-005
50020.2	8.95376e-005
50067.9	9.0178e-005
50115.6	9.01639e-005
50163.3	8.86644e-005
50211	9.20953e-005
50258.6	9.00313e-005
50306.3	8.59743e-005
50354	8.82673e-005
50401.7	9.14998e-005
50449.4	8.41709e-005
50497.1	8.83717e-005
50544.7	8.94426e-005
50592.4	8.75331e-005
50640.1	8.82702e-005
50687.8	8.86795e-005
50735.5	8.83763e-005
50783.2	9.0594e-005
50830.8	8.9123e-005
50878.5	8.99362e-005
50926.2	9.01092e-005
50973.9	9.01655e-005
51021.6	8.71024e-005
51069.3	8.50724e-005
51116.9	8.73114e-005
51164.6	9.0254e-005
51212.3	8.56968e-005
51260	9.23284e-005
51307.7	8.7356e-005
51355.4	9.10393e-005
51403	8.83068e-005
51450.7	8.57983e-005
51498.4	8.5882e-005
51546.1	8.57142e-005
51593.8	9.30151e-005
51641.5	8.73172e-005
51689.1	8.82303e-005
51736.8	8.97927e-005
51784.5	8.84243e-005
51832.2	8.66335e-005
51879.9	8.75376e-005
51927.6	8.62681e-005
51975.3	8.4371e-005
52022.9	8.91688e-005
52070.6	8.71689e-005
52118.3	8.87849e-005
52166	8.60899e-005
52213.7	8.58039e-005
52261.4	9.00581e-005
52309	8.67853e-005
52356.7	9.05155e-005
52404.4	8.88263e-005
52452.1	8.97896e-005
52499.8	8.99676e-005
52547.5	8.95336e-005
52595.1	8.49927e-005
52642.8	8.88967e-005
52690.5	8.69335e-005
52738.2	8.75539e-005
52785.9	8.61685e-005
52833.6	8.68534e-005
52881.2	8.80318e-005
52928.9	8.64572e-005
52976.6	8.88042e-005
53024.3	9.01512e-005
53072	8.64031e-005
53119.7	8.54917e-005
53167.3	8.32916e-005
53215	8.59361e-005
53262.7	8.64161e-005
53310.4	8.56391e-005
53358.1	8.6932e-005
53405.8	8.20385e-005
53453.4	8.58848e-005
53501.1	8.81084e-005
53548.8	8.88412e-005
53596.5	8.63823e-005
53644.2	8.46123e-005
53691.9	8.40531e-005
53739.5	8.42673e-005
53787.2	8.73597e-005
53834.9	8.45254e-005
53882.6	8.79013e-005
53930.3	8.59737e-005
53978	8.51872e-005
54025.6	8.56298e-005
54073.3	8.41419e-005
54121	8.75973e-005
54168.7	8.70844e-005
54216.4	8.46836e-005
54264.1	8.59803e-005
54311.8	8.63645e-005
54359.4	8.82822e-005
54407.1	8.90547e-005
54454.8	8.43271e-005
54502.5	8.321e-005
54550.2	8.39164e-005
54597.9	8.22792e-005
54645.5	8.3559e-005
54693.2	8.73044e-005
54740.9	8.32798e-005
54788.6	8.39259e-005
54836.3	8.64216e-005
54884	8.62142e-005
54931.6	8.43276e-005
54979.3	8.48757e-005
55027	8.3073e-005
55074.7	8.36389e-005
55122.4	8.57044e-005
55170.1	8.47744e-005
55217.7	8.50318e-005
55265.4	8.59966e-005
55313.1	8.37137e-005
55360.8	8.36573e-005
55408.5	8.61307e-005
55456.2	8.54541e-005
55503.8	8.56664e-005
55551.5	8.20593e-005
55599.2	8.67822e-005
55646.9	8.44138e-005
55694.6	8.75923e-005
55742.3	8.28795e-005
55789.9	8.71795e-005
55837.6	8.1903e-005
55885.3	8.50497e-005
55933	8.13928e-005
55980.7	8.2426e-005
56028.4	8.61841e-005
56076.1	8.42053e-005
56123.7	8.45551e-005
56171.4	8.41881e-005
56219.1	8.42187e-005
56266.8	7.82142e-005
56314.5	8.1897e-005
56362.2	8.52039e-005
56409.8	8.08487e-005
56457.5	8.46127e-005
56505.2	8.40469e-005
56552.9	8.14233e-005
56600.6	8.64722e-005
