x-axis,1,2
second,Volt,Volt
-10.62000E-03,-488.64988E-03,+22.95640E-03
-10.60950E-03,-489.42721E-03,+22.94094E-03
-10.59900E-03,-490.00235E-03,+22.91209E-03
-10.58850E-03,-490.52842E-03,+22.86021E-03
-10.57800E-03,-491.00345E-03,+22.94128E-03
-10.56750E-03,-491.48830E-03,+22.90281E-03
-10.55700E-03,-492.09288E-03,+22.90418E-03
-10.54650E-03,-492.60128E-03,+22.93132E-03
-10.53600E-03,-493.00761E-03,+22.92789E-03
-10.52550E-03,-493.26672E-03,+22.91277E-03
-10.51500E-03,-493.51601E-03,+22.88220E-03
-10.50450E-03,-493.78101E-03,+22.91209E-03
-10.49400E-03,-494.05975E-03,+22.92239E-03
-10.48350E-03,-494.44056E-03,+22.90865E-03
-10.47300E-03,-494.91951E-03,+22.91724E-03
-10.46250E-03,-495.42792E-03,+22.90075E-03
-10.45200E-03,-495.89706E-03,+22.90075E-03
-10.44150E-03,-496.38583E-03,+22.90487E-03
-10.43100E-03,-496.85301E-03,+23.01170E-03
-10.42050E-03,-497.56556E-03,+22.93544E-03
-10.41000E-03,-498.43121E-03,+22.94300E-03
-10.39950E-03,-499.20657E-03,+22.94678E-03
-10.38900E-03,-499.76601E-03,+22.89869E-03
-10.37850E-03,-500.23908E-03,+22.91071E-03
-10.36800E-03,-500.67682E-03,+22.90625E-03
-10.35750E-03,-501.05174E-03,+22.93682E-03
-10.34700E-03,-501.42862E-03,+22.96189E-03
-10.33650E-03,-501.68577E-03,+22.93716E-03
-10.32600E-03,-501.85065E-03,+22.93476E-03
-10.31550E-03,-501.86636E-03,+22.93476E-03
-10.30500E-03,-501.92525E-03,+22.94747E-03
-10.29450E-03,-501.88795E-03,+22.97667E-03
-10.28400E-03,-501.72306E-03,+23.02064E-03
-10.27350E-03,-501.46199E-03,+23.00999E-03
-10.26300E-03,-501.06940E-03,+23.02270E-03
-10.25250E-03,-500.66700E-03,+23.04399E-03
-10.24200E-03,-500.20178E-03,+23.06770E-03
-10.23150E-03,-499.80135E-03,+23.08453E-03
-10.22100E-03,-499.30668E-03,+23.05533E-03
-10.21050E-03,-498.65106E-03,+23.07010E-03
-10.20000E-03,-497.76970E-03,+23.04434E-03
-10.18950E-03,-497.02379E-03,+23.05052E-03
-10.17900E-03,-496.54287E-03,+23.04399E-03
-10.16850E-03,-496.02661E-03,+23.05121E-03
-10.15800E-03,-495.59477E-03,+23.06014E-03
-10.14750E-03,-495.12366E-03,+23.05155E-03
-10.13700E-03,-494.60937E-03,+23.02613E-03
