/* Noise measurement performed with PAQS - v2.8.4
/* Acquired at 14:49:5 on 17.2.2023
/* Frequency [Hz]	 Spectral power density [V/sqrt(Hz)]
3.99399e+006	3.13206e-006
3.9959e+006	3.28781e-006
3.9978e+006	3.2663e-006
3.99971e+006	3.25761e-006
4.00162e+006	3.22361e-006
4.00353e+006	3.16932e-006
4.00543e+006	3.21038e-006
4.00734e+006	3.21377e-006
4.00925e+006	3.14687e-006
4.01115e+006	3.20302e-006
4.01306e+006	3.27403e-006
4.01497e+006	3.14001e-006
4.01688e+006	3.12254e-006
4.01878e+006	2.92099e-006
4.02069e+006	3.22642e-006
4.0226e+006	2.99136e-006
4.02451e+006	3.03949e-006
4.02641e+006	3.14364e-006
4.02832e+006	3.14776e-006
4.03023e+006	3.08231e-006
4.03214e+006	3.17727e-006
4.03404e+006	3.07632e-006
4.03595e+006	3.07143e-006
4.03786e+006	2.94215e-006
4.03976e+006	2.97139e-006
4.04167e+006	3.04891e-006
4.04358e+006	3.00998e-006
4.04549e+006	3.10014e-006
4.04739e+006	3.10335e-006
4.0493e+006	3.10809e-006
4.05121e+006	2.96931e-006
4.05312e+006	3.06836e-006
4.05502e+006	3.02757e-006
4.05693e+006	3.13024e-006
4.05884e+006	2.95857e-006
4.06075e+006	3.0425e-006
4.06265e+006	3.03721e-006
4.06456e+006	3.05826e-006
4.06647e+006	3.02945e-006
4.06837e+006	3.04819e-006
4.07028e+006	3.09963e-006
4.07219e+006	3.00994e-006
4.0741e+006	3.06366e-006
4.076e+006	3.04499e-006
4.07791e+006	3.07865e-006
4.07982e+006	2.97065e-006
4.08173e+006	2.96216e-006
4.08363e+006	3.06205e-006
4.08554e+006	2.95811e-006
4.08745e+006	3.11841e-006
4.08936e+006	2.98178e-006
4.09126e+006	3.03854e-006
4.09317e+006	2.90118e-006
4.09508e+006	2.88094e-006
4.09699e+006	3.03324e-006
4.09889e+006	2.79449e-006
4.1008e+006	2.92357e-006
4.10271e+006	2.8986e-006
4.10461e+006	2.88388e-006
4.10652e+006	2.96138e-006
4.10843e+006	2.98495e-006
4.11034e+006	3.0274e-006
4.11224e+006	2.91581e-006
4.11415e+006	2.91578e-006
4.11606e+006	3.0543e-006
4.11797e+006	2.95842e-006
4.11987e+006	2.8579e-006
4.12178e+006	2.89323e-006
4.12369e+006	2.91158e-006
4.1256e+006	2.89915e-006
4.1275e+006	2.86698e-006
4.12941e+006	2.87864e-006
4.13132e+006	2.89274e-006
4.13322e+006	2.83333e-006
4.13513e+006	2.71513e-006
4.13704e+006	2.82941e-006
4.13895e+006	2.9013e-006
4.14085e+006	2.871e-006
4.14276e+006	2.98374e-006
4.14467e+006	2.94891e-006
4.14658e+006	2.91158e-006
4.14848e+006	2.83554e-006
4.15039e+006	2.81952e-006
4.1523e+006	2.85863e-006
4.15421e+006	2.88189e-006
4.15611e+006	2.92066e-006
4.15802e+006	2.76902e-006
4.15993e+006	2.86285e-006
4.16183e+006	2.7718e-006
4.16374e+006	2.76091e-006
4.16565e+006	2.75806e-006
4.16756e+006	2.83516e-006
4.16946e+006	2.75223e-006
4.17137e+006	2.74873e-006
4.17328e+006	2.83692e-006
4.17519e+006	2.83094e-006
4.17709e+006	2.73837e-006
4.179e+006	2.88971e-006
4.18091e+006	2.79928e-006
4.18282e+006	2.80032e-006
4.18472e+006	2.66421e-006
4.18663e+006	2.75873e-006
4.18854e+006	2.75579e-006
4.19045e+006	2.84892e-006
4.19235e+006	2.76784e-006
4.19426e+006	2.8086e-006
4.19617e+006	2.71485e-006
4.19807e+006	2.69432e-006
4.19998e+006	2.81653e-006
4.20189e+006	2.7179e-006
4.2038e+006	2.74581e-006
4.2057e+006	2.72841e-006
4.20761e+006	2.7322e-006
4.20952e+006	2.72972e-006
4.21143e+006	2.66706e-006
4.21333e+006	2.81549e-006
4.21524e+006	2.70049e-006
4.21715e+006	2.73639e-006
4.21906e+006	2.78033e-006
4.22096e+006	2.6351e-006
4.22287e+006	2.70815e-006
4.22478e+006	2.51582e-006
4.22668e+006	2.69779e-006
4.22859e+006	2.628e-006
4.2305e+006	2.66218e-006
4.23241e+006	2.64258e-006
4.23431e+006	2.66289e-006
4.23622e+006	2.70024e-006
4.23813e+006	2.68738e-006
4.24004e+006	2.71488e-006
4.24194e+006	2.60415e-006
4.24385e+006	2.72035e-006
4.24576e+006	2.49877e-006
4.24767e+006	2.68397e-006
4.24957e+006	2.65071e-006
4.25148e+006	2.7503e-006
4.25339e+006	2.56328e-006
4.2553e+006	2.63381e-006
4.2572e+006	2.62097e-006
4.25911e+006	2.55699e-006
4.26102e+006	2.59006e-006
4.26292e+006	2.69383e-006
4.26483e+006	2.4743e-006
4.26674e+006	2.5601e-006
4.26865e+006	2.63134e-006
4.27055e+006	2.63262e-006
4.27246e+006	2.69499e-006
4.27437e+006	2.62327e-006
4.27628e+006	2.47923e-006
4.27818e+006	2.54906e-006
4.28009e+006	2.65157e-006
4.282e+006	2.6211e-006
4.28391e+006	2.55244e-006
4.28581e+006	2.55614e-006
4.28772e+006	2.58081e-006
4.28963e+006	2.5191e-006
4.29153e+006	2.55662e-006
4.29344e+006	2.6454e-006
4.29535e+006	2.43131e-006
4.29726e+006	2.54e-006
4.29916e+006	2.4949e-006
4.30107e+006	2.52415e-006
4.30298e+006	2.51097e-006
4.30489e+006	2.41746e-006
4.30679e+006	2.56516e-006
4.3087e+006	2.53053e-006
4.31061e+006	2.60377e-006
4.31252e+006	2.51954e-006
4.31442e+006	2.52664e-006
4.31633e+006	2.52102e-006
4.31824e+006	2.48883e-006
4.32015e+006	2.59189e-006
4.32205e+006	2.50934e-006
4.32396e+006	2.47576e-006
4.32587e+006	2.44696e-006
4.32777e+006	2.40946e-006
4.32968e+006	2.34955e-006
4.33159e+006	2.4817e-006
4.3335e+006	2.50718e-006
4.3354e+006	2.5678e-006
4.33731e+006	2.45978e-006
4.33922e+006	2.51602e-006
4.34113e+006	2.46819e-006
4.34303e+006	2.47565e-006
4.34494e+006	2.45347e-006
4.34685e+006	2.50556e-006
4.34876e+006	2.54671e-006
4.35066e+006	2.41008e-006
4.35257e+006	2.53928e-006
4.35448e+006	2.4403e-006
4.35638e+006	2.37584e-006
4.35829e+006	2.45606e-006
4.3602e+006	2.44806e-006
4.36211e+006	2.32488e-006
4.36401e+006	2.37064e-006
4.36592e+006	2.48049e-006
4.36783e+006	2.45752e-006
4.36974e+006	2.36249e-006
4.37164e+006	2.38821e-006
4.37355e+006	2.47924e-006
4.37546e+006	2.38844e-006
4.37737e+006	2.3708e-006
4.37927e+006	2.32303e-006
4.38118e+006	2.41593e-006
4.38309e+006	2.40301e-006
4.38499e+006	2.34876e-006
4.3869e+006	2.42323e-006
4.38881e+006	2.29735e-006
4.39072e+006	2.30201e-006
4.39262e+006	2.34263e-006
4.39453e+006	2.28263e-006
4.39644e+006	2.32953e-006
4.39835e+006	2.32816e-006
4.40025e+006	2.22581e-006
4.40216e+006	2.29957e-006
4.40407e+006	2.34115e-006
4.40598e+006	2.25844e-006
4.40788e+006	2.22353e-006
4.40979e+006	2.2731e-006
4.4117e+006	2.28626e-006
4.41361e+006	2.31371e-006
4.41551e+006	2.32708e-006
4.41742e+006	2.43223e-006
4.41933e+006	2.2523e-006
4.42123e+006	2.33814e-006
4.42314e+006	2.25327e-006
4.42505e+006	2.19016e-006
4.42696e+006	2.28325e-006
4.42886e+006	2.26067e-006
4.43077e+006	2.31498e-006
4.43268e+006	2.25317e-006
4.43459e+006	2.28154e-006
4.43649e+006	2.23138e-006
4.4384e+006	2.21358e-006
4.44031e+006	2.29036e-006
4.44222e+006	2.31021e-006
4.44412e+006	2.27794e-006
4.44603e+006	2.25973e-006
4.44794e+006	2.30381e-006
4.44984e+006	2.16396e-006
4.45175e+006	2.28863e-006
4.45366e+006	2.22299e-006
4.45557e+006	2.27292e-006
4.45747e+006	2.29173e-006
4.45938e+006	2.27568e-006
4.46129e+006	2.29688e-006
4.4632e+006	2.31085e-006
4.4651e+006	2.19848e-006
4.46701e+006	2.17235e-006
4.46892e+006	2.17977e-006
4.47083e+006	2.19327e-006
4.47273e+006	2.26488e-006
4.47464e+006	2.15304e-006
4.47655e+006	2.23801e-006
4.47845e+006	2.21028e-006
4.48036e+006	2.21852e-006
4.48227e+006	2.21475e-006
4.48418e+006	2.0925e-006
4.48608e+006	2.22053e-006
4.48799e+006	2.2194e-006
4.4899e+006	2.24986e-006
4.49181e+006	2.31193e-006
4.49371e+006	2.24149e-006
4.49562e+006	2.10279e-006
4.49753e+006	2.15316e-006
4.49944e+006	2.12447e-006
4.50134e+006	2.14443e-006
4.50325e+006	2.18297e-006
4.50516e+006	2.19905e-006
4.50707e+006	2.22413e-006
4.50897e+006	2.15728e-006
4.51088e+006	2.11101e-006
4.51279e+006	2.22831e-006
4.51469e+006	2.19728e-006
4.5166e+006	2.1428e-006
4.51851e+006	2.18105e-006
4.52042e+006	2.08455e-006
4.52232e+006	2.06894e-006
4.52423e+006	2.17415e-006
4.52614e+006	2.17806e-006
4.52805e+006	2.11146e-006
4.52995e+006	2.09879e-006
4.53186e+006	2.06734e-006
4.53377e+006	2.05934e-006
4.53568e+006	2.12797e-006
4.53758e+006	2.09009e-006
4.53949e+006	2.13463e-006
4.5414e+006	2.19401e-006
4.5433e+006	2.14992e-006
4.54521e+006	2.16059e-006
4.54712e+006	2.08583e-006
4.54903e+006	2.09968e-006
4.55093e+006	2.05787e-006
4.55284e+006	2.12269e-006
4.55475e+006	2.10155e-006
4.55666e+006	2.10126e-006
4.55856e+006	2.00418e-006
4.56047e+006	2.02762e-006
4.56238e+006	2.04661e-006
4.56429e+006	2.0957e-006
4.56619e+006	2.10582e-006
4.5681e+006	2.17467e-006
4.57001e+006	2.1145e-006
4.57192e+006	2.07915e-006
4.57382e+006	2.11769e-006
4.57573e+006	2.04128e-006
4.57764e+006	2.02707e-006
4.57954e+006	1.97895e-006
4.58145e+006	2.08699e-006
4.58336e+006	2.04831e-006
4.58527e+006	2.09334e-006
4.58717e+006	2.03018e-006
4.58908e+006	2.09497e-006
4.59099e+006	1.99633e-006
4.5929e+006	2.04253e-006
4.5948e+006	2.04338e-006
4.59671e+006	2.00666e-006
4.59862e+006	2.04242e-006
4.60053e+006	1.98754e-006
4.60243e+006	2.00093e-006
4.60434e+006	2.09228e-006
4.60625e+006	2.0033e-006
4.60815e+006	2.0879e-006
4.61006e+006	2.02978e-006
4.61197e+006	2.01917e-006
4.61388e+006	2.03104e-006
4.61578e+006	1.97608e-006
4.61769e+006	1.95402e-006
4.6196e+006	2.03428e-006
4.62151e+006	2.04464e-006
4.62341e+006	2.07799e-006
4.62532e+006	2.01925e-006
4.62723e+006	1.90547e-006
4.62914e+006	1.99521e-006
4.63104e+006	1.96326e-006
4.63295e+006	1.94911e-006
4.63486e+006	1.98752e-006
4.63676e+006	1.97797e-006
4.63867e+006	1.94752e-006
4.64058e+006	1.93466e-006
4.64249e+006	2.05889e-006
4.64439e+006	2.01006e-006
4.6463e+006	1.93813e-006
4.64821e+006	1.92474e-006
4.65012e+006	1.94795e-006
4.65202e+006	1.98241e-006
4.65393e+006	1.92139e-006
4.65584e+006	1.99082e-006
4.65775e+006	1.94769e-006
4.65965e+006	1.89772e-006
4.66156e+006	1.92677e-006
4.66347e+006	1.9688e-006
4.66538e+006	1.90458e-006
4.66728e+006	1.92827e-006
4.66919e+006	1.90182e-006
4.6711e+006	1.83366e-006
4.673e+006	1.97267e-006
4.67491e+006	2.02891e-006
4.67682e+006	1.80662e-006
4.67873e+006	1.89477e-006
4.68063e+006	1.94222e-006
4.68254e+006	1.92e-006
4.68445e+006	1.95922e-006
4.68636e+006	1.90759e-006
4.68826e+006	1.88757e-006
4.69017e+006	1.93683e-006
4.69208e+006	1.95719e-006
4.69399e+006	1.91132e-006
4.69589e+006	1.85579e-006
4.6978e+006	1.80634e-006
4.69971e+006	1.85792e-006
4.70161e+006	1.93703e-006
4.70352e+006	1.92067e-006
4.70543e+006	1.82538e-006
4.70734e+006	1.81863e-006
4.70924e+006	1.81618e-006
4.71115e+006	1.8898e-006
4.71306e+006	1.84863e-006
4.71497e+006	1.9012e-006
4.71687e+006	1.85097e-006
4.71878e+006	1.83855e-006
4.72069e+006	1.9051e-006
4.7226e+006	1.87058e-006
4.7245e+006	1.84646e-006
4.72641e+006	1.88174e-006
4.72832e+006	1.82385e-006
4.73022e+006	1.85988e-006
4.73213e+006	1.80713e-006
4.73404e+006	1.84666e-006
4.73595e+006	1.87515e-006
4.73785e+006	1.79387e-006
4.73976e+006	1.88154e-006
4.74167e+006	1.81343e-006
4.74358e+006	1.84372e-006
4.74548e+006	1.89076e-006
4.74739e+006	1.81762e-006
4.7493e+006	1.81253e-006
4.75121e+006	1.7864e-006
4.75311e+006	1.85011e-006
4.75502e+006	1.83912e-006
4.75693e+006	1.82273e-006
4.75884e+006	1.7922e-006
4.76074e+006	1.77392e-006
4.76265e+006	1.74766e-006
4.76456e+006	1.82901e-006
4.76646e+006	1.7783e-006
4.76837e+006	1.8172e-006
4.77028e+006	1.76713e-006
4.77219e+006	1.86991e-006
4.77409e+006	1.8341e-006
4.776e+006	1.72727e-006
4.77791e+006	1.75149e-006
4.77982e+006	1.80996e-006
4.78172e+006	1.78172e-006
4.78363e+006	1.76356e-006
4.78554e+006	1.7248e-006
4.78745e+006	1.80232e-006
4.78935e+006	1.77002e-006
4.79126e+006	1.75159e-006
4.79317e+006	1.7757e-006
4.79507e+006	1.78905e-006
4.79698e+006	1.80582e-006
4.79889e+006	1.70793e-006
4.8008e+006	1.79851e-006
4.8027e+006	1.84667e-006
4.80461e+006	1.77398e-006
4.80652e+006	1.73175e-006
4.80843e+006	1.70874e-006
4.81033e+006	1.68889e-006
4.81224e+006	1.70856e-006
4.81415e+006	1.77093e-006
4.81606e+006	1.82117e-006
4.81796e+006	1.70746e-006
4.81987e+006	1.70955e-006
4.82178e+006	1.68538e-006
4.82369e+006	1.75545e-006
4.82559e+006	1.74838e-006
4.8275e+006	1.69441e-006
4.82941e+006	1.71821e-006
4.83131e+006	1.71124e-006
4.83322e+006	1.78893e-006
4.83513e+006	1.68057e-006
4.83704e+006	1.66964e-006
4.83894e+006	1.69917e-006
4.84085e+006	1.72526e-006
4.84276e+006	1.69169e-006
4.84467e+006	1.68507e-006
4.84657e+006	1.67815e-006
4.84848e+006	1.75092e-006
4.85039e+006	1.81429e-006
4.8523e+006	1.7541e-006
4.8542e+006	1.75048e-006
4.85611e+006	1.76315e-006
4.85802e+006	1.65583e-006
4.85992e+006	1.67816e-006
4.86183e+006	1.72688e-006
4.86374e+006	1.64108e-006
4.86565e+006	1.65306e-006
4.86755e+006	1.67477e-006
4.86946e+006	1.60851e-006
4.87137e+006	1.69968e-006
4.87328e+006	1.69954e-006
4.87518e+006	1.64616e-006
4.87709e+006	1.72898e-006
4.879e+006	1.68982e-006
4.88091e+006	1.68094e-006
4.88281e+006	1.70155e-006
4.88472e+006	1.65993e-006
4.88663e+006	1.62089e-006
4.88853e+006	1.66814e-006
4.89044e+006	1.63842e-006
4.89235e+006	1.62227e-006
4.89426e+006	1.61337e-006
4.89616e+006	1.65534e-006
4.89807e+006	1.61023e-006
4.89998e+006	1.64867e-006
4.90189e+006	1.63287e-006
4.90379e+006	1.61783e-006
4.9057e+006	1.73173e-006
4.90761e+006	1.63744e-006
4.90952e+006	1.65997e-006
4.91142e+006	1.67341e-006
4.91333e+006	1.60192e-006
4.91524e+006	1.62112e-006
4.91715e+006	1.6744e-006
4.91905e+006	1.59184e-006
4.92096e+006	1.59968e-006
4.92287e+006	1.58683e-006
4.92477e+006	1.62368e-006
4.92668e+006	1.58599e-006
4.92859e+006	1.61915e-006
4.9305e+006	1.56395e-006
4.9324e+006	1.54836e-006
4.93431e+006	1.59945e-006
4.93622e+006	1.64363e-006
4.93813e+006	1.55561e-006
4.94003e+006	1.57334e-006
4.94194e+006	1.65267e-006
4.94385e+006	1.58062e-006
4.94576e+006	1.60977e-006
4.94766e+006	1.5702e-006
4.94957e+006	1.57652e-006
4.95148e+006	1.56308e-006
4.95338e+006	1.6401e-006
4.95529e+006	1.59571e-006
4.9572e+006	1.51958e-006
4.95911e+006	1.56455e-006
4.96101e+006	1.61762e-006
4.96292e+006	1.64005e-006
4.96483e+006	1.66992e-006
4.96674e+006	1.57319e-006
4.96864e+006	1.5788e-006
4.97055e+006	1.64964e-006
4.97246e+006	1.60024e-006
4.97437e+006	1.57239e-006
4.97627e+006	1.55268e-006
4.97818e+006	1.62161e-006
4.98009e+006	1.60086e-006
4.982e+006	1.61596e-006
4.9839e+006	1.5691e-006
4.98581e+006	1.53524e-006
4.98772e+006	1.55644e-006
4.98962e+006	1.46722e-006
4.99153e+006	1.52317e-006
4.99344e+006	1.52894e-006
4.99535e+006	1.54541e-006
4.99725e+006	1.59532e-006
4.99916e+006	1.61999e-006
5.00107e+006	1.58332e-006
5.00298e+006	1.59314e-006
5.00488e+006	1.5709e-006
5.00679e+006	1.56034e-006
5.0087e+006	1.62721e-006
5.01061e+006	1.5267e-006
5.01251e+006	1.5386e-006
5.01442e+006	1.57872e-006
5.01633e+006	1.51156e-006
5.01823e+006	1.50927e-006
5.02014e+006	1.5316e-006
5.02205e+006	1.5068e-006
5.02396e+006	1.59062e-006
5.02586e+006	1.48996e-006
5.02777e+006	1.43688e-006
5.02968e+006	1.47826e-006
5.03159e+006	1.48122e-006
5.03349e+006	1.55643e-006
5.0354e+006	1.45331e-006
5.03731e+006	1.45039e-006
5.03922e+006	1.51998e-006
5.04112e+006	1.47022e-006
5.04303e+006	1.53568e-006
5.04494e+006	1.46444e-006
5.04684e+006	1.46834e-006
5.04875e+006	1.56656e-006
5.05066e+006	1.52933e-006
5.05257e+006	1.54404e-006
5.05447e+006	1.50999e-006
5.05638e+006	1.48141e-006
5.05829e+006	1.49657e-006
5.0602e+006	1.49833e-006
5.0621e+006	1.46442e-006
5.06401e+006	1.51771e-006
5.06592e+006	1.48739e-006
5.06783e+006	1.54205e-006
5.06973e+006	1.49786e-006
5.07164e+006	1.55989e-006
5.07355e+006	1.49644e-006
5.07546e+006	1.4963e-006
5.07736e+006	1.55569e-006
5.07927e+006	1.56973e-006
5.08118e+006	1.45805e-006
5.08308e+006	1.4573e-006
5.08499e+006	1.44842e-006
5.0869e+006	1.46958e-006
5.08881e+006	1.42693e-006
5.09071e+006	1.51224e-006
5.09262e+006	1.53843e-006
5.09453e+006	1.49127e-006
5.09644e+006	1.45388e-006
5.09834e+006	1.41217e-006
5.10025e+006	1.46846e-006
5.10216e+006	1.44816e-006
5.10407e+006	1.44882e-006
5.10597e+006	1.43054e-006
5.10788e+006	1.49091e-006
5.10979e+006	1.46222e-006
5.11169e+006	1.44673e-006
5.1136e+006	1.39994e-006
5.11551e+006	1.45434e-006
5.11742e+006	1.41168e-006
5.11932e+006	1.42548e-006
5.12123e+006	1.38461e-006
5.12314e+006	1.4459e-006
5.12505e+006	1.45064e-006
5.12695e+006	1.43006e-006
5.12886e+006	1.44166e-006
5.13077e+006	1.4415e-006
5.13268e+006	1.45674e-006
5.13458e+006	1.42074e-006
5.13649e+006	1.46887e-006
5.1384e+006	1.42169e-006
5.1403e+006	1.39435e-006
5.14221e+006	1.45091e-006
5.14412e+006	1.44491e-006
5.14603e+006	1.41815e-006
5.14793e+006	1.40132e-006
5.14984e+006	1.49985e-006
5.15175e+006	1.40204e-006
5.15366e+006	1.43572e-006
5.15556e+006	1.45915e-006
5.15747e+006	1.39126e-006
5.15938e+006	1.39849e-006
5.16129e+006	1.36709e-006
5.16319e+006	1.42522e-006
5.1651e+006	1.39571e-006
5.16701e+006	1.38349e-006
5.16892e+006	1.4342e-006
5.17082e+006	1.3875e-006
5.17273e+006	1.35222e-006
5.17464e+006	1.39444e-006
5.17654e+006	1.38088e-006
5.17845e+006	1.43621e-006
5.18036e+006	1.3898e-006
5.18227e+006	1.32794e-006
5.18417e+006	1.37482e-006
5.18608e+006	1.41345e-006
5.18799e+006	1.38622e-006
5.1899e+006	1.42601e-006
5.1918e+006	1.43645e-006
5.19371e+006	1.41905e-006
5.19562e+006	1.35433e-006
5.19753e+006	1.36677e-006
5.19943e+006	1.3436e-006
5.20134e+006	1.32656e-006
5.20325e+006	1.34144e-006
5.20515e+006	1.41303e-006
5.20706e+006	1.31548e-006
5.20897e+006	1.39686e-006
5.21088e+006	1.38789e-006
5.21278e+006	1.44525e-006
5.21469e+006	1.37357e-006
5.2166e+006	1.31276e-006
5.21851e+006	1.37656e-006
5.22041e+006	1.3538e-006
5.22232e+006	1.43468e-006
5.22423e+006	1.33769e-006
5.22614e+006	1.36236e-006
5.22804e+006	1.36971e-006
5.22995e+006	1.33979e-006
5.23186e+006	1.30916e-006
5.23377e+006	1.37793e-006
5.23567e+006	1.35099e-006
5.23758e+006	1.27248e-006
5.23949e+006	1.39036e-006
5.24139e+006	1.36233e-006
5.2433e+006	1.33882e-006
5.24521e+006	1.34572e-006
5.24712e+006	1.38284e-006
5.24902e+006	1.33357e-006
5.25093e+006	1.40626e-006
5.25284e+006	1.33342e-006
5.25475e+006	1.38969e-006
5.25665e+006	1.31226e-006
5.25856e+006	1.32098e-006
5.26047e+006	1.37063e-006
5.26238e+006	1.29274e-006
5.26428e+006	1.29817e-006
5.26619e+006	1.36055e-006
5.2681e+006	1.2901e-006
5.27e+006	1.36661e-006
5.27191e+006	1.33007e-006
5.27382e+006	1.33128e-006
5.27573e+006	1.30905e-006
5.27763e+006	1.32709e-006
5.27954e+006	1.30139e-006
5.28145e+006	1.29236e-006
5.28336e+006	1.30571e-006
5.28526e+006	1.25316e-006
5.28717e+006	1.33168e-006
5.28908e+006	1.33702e-006
5.29099e+006	1.28436e-006
5.29289e+006	1.35576e-006
5.2948e+006	1.32245e-006
5.29671e+006	1.287e-006
5.29861e+006	1.32246e-006
5.30052e+006	1.32796e-006
5.30243e+006	1.24776e-006
5.30434e+006	1.36582e-006
5.30624e+006	1.30127e-006
5.30815e+006	1.28328e-006
5.31006e+006	1.31381e-006
5.31197e+006	1.28596e-006
5.31387e+006	1.34968e-006
5.31578e+006	1.31179e-006
5.31769e+006	1.3111e-006
5.3196e+006	1.28303e-006
5.3215e+006	1.31193e-006
5.32341e+006	1.25845e-006
5.32532e+006	1.291e-006
5.32723e+006	1.27072e-006
5.32913e+006	1.26849e-006
5.33104e+006	1.28397e-006
5.33295e+006	1.25728e-006
5.33485e+006	1.26211e-006
5.33676e+006	1.29958e-006
5.33867e+006	1.29018e-006
5.34058e+006	1.31242e-006
5.34248e+006	1.27351e-006
5.34439e+006	1.29124e-006
5.3463e+006	1.25193e-006
5.34821e+006	1.31198e-006
5.35011e+006	1.2635e-006
5.35202e+006	1.24496e-006
5.35393e+006	1.26357e-006
5.35584e+006	1.26914e-006
5.35774e+006	1.29788e-006
5.35965e+006	1.28314e-006
5.36156e+006	1.27074e-006
5.36346e+006	1.23918e-006
5.36537e+006	1.25946e-006
5.36728e+006	1.3237e-006
5.36919e+006	1.28686e-006
5.37109e+006	1.28589e-006
5.373e+006	1.2409e-006
5.37491e+006	1.20901e-006
5.37682e+006	1.25527e-006
5.37872e+006	1.25925e-006
5.38063e+006	1.28947e-006
5.38254e+006	1.19613e-006
5.38445e+006	1.26591e-006
5.38635e+006	1.26835e-006
5.38826e+006	1.20262e-006
5.39017e+006	1.23026e-006
5.39207e+006	1.27156e-006
5.39398e+006	1.21562e-006
5.39589e+006	1.20546e-006
5.3978e+006	1.22063e-006
5.3997e+006	1.20981e-006
5.40161e+006	1.23052e-006
5.40352e+006	1.25922e-006
5.40543e+006	1.19704e-006
5.40733e+006	1.21125e-006
5.40924e+006	1.1962e-006
5.41115e+006	1.231e-006
5.41306e+006	1.25619e-006
5.41496e+006	1.21023e-006
5.41687e+006	1.23362e-006
5.41878e+006	1.25904e-006
5.42069e+006	1.26393e-006
5.42259e+006	1.22744e-006
5.4245e+006	1.15961e-006
5.42641e+006	1.20819e-006
5.42831e+006	1.23391e-006
5.43022e+006	1.26661e-006
5.43213e+006	1.22142e-006
5.43404e+006	1.21405e-006
5.43594e+006	1.16866e-006
5.43785e+006	1.20511e-006
5.43976e+006	1.20602e-006
5.44167e+006	1.19023e-006
5.44357e+006	1.18296e-006
5.44548e+006	1.21404e-006
5.44739e+006	1.19438e-006
5.4493e+006	1.18716e-006
5.4512e+006	1.22908e-006
5.45311e+006	1.19021e-006
5.45502e+006	1.1907e-006
5.45692e+006	1.14086e-006
5.45883e+006	1.22088e-006
5.46074e+006	1.17919e-006
5.46265e+006	1.2427e-006
5.46455e+006	1.21007e-006
5.46646e+006	1.23377e-006
5.46837e+006	1.1686e-006
5.47028e+006	1.21082e-006
5.47218e+006	1.19482e-006
5.47409e+006	1.16994e-006
5.476e+006	1.2114e-006
5.47791e+006	1.178e-006
5.47981e+006	1.19345e-006
5.48172e+006	1.16698e-006
5.48363e+006	1.21647e-006
5.48554e+006	1.26304e-006
5.48744e+006	1.11352e-006
5.48935e+006	1.1663e-006
5.49126e+006	1.20212e-006
5.49316e+006	1.11251e-006
5.49507e+006	1.21451e-006
5.49698e+006	1.17874e-006
5.49889e+006	1.19013e-006
5.50079e+006	1.18097e-006
5.5027e+006	1.13153e-006
5.50461e+006	1.21792e-006
5.50652e+006	1.18653e-006
5.50842e+006	1.18594e-006
5.51033e+006	1.16235e-006
5.51224e+006	1.19246e-006
5.51415e+006	1.21388e-006
5.51605e+006	1.21189e-006
5.51796e+006	1.12432e-006
5.51987e+006	1.18842e-006
5.52177e+006	1.15635e-006
5.52368e+006	1.15044e-006
5.52559e+006	1.16276e-006
5.5275e+006	1.18323e-006
5.5294e+006	1.13477e-006
5.53131e+006	1.11464e-006
5.53322e+006	1.1461e-006
5.53513e+006	1.14129e-006
5.53703e+006	1.1683e-006
5.53894e+006	1.17818e-006
5.54085e+006	1.08526e-006
5.54276e+006	1.13454e-006
5.54466e+006	1.14081e-006
5.54657e+006	1.14669e-006
5.54848e+006	1.17547e-006
5.55038e+006	1.17028e-006
5.55229e+006	1.19505e-006
5.5542e+006	1.2176e-006
5.55611e+006	1.1219e-006
5.55801e+006	1.14824e-006
5.55992e+006	1.11132e-006
5.56183e+006	1.14566e-006
5.56374e+006	1.16794e-006
5.56564e+006	1.17608e-006
5.56755e+006	1.06789e-006
5.56946e+006	1.1733e-006
5.57137e+006	1.17776e-006
5.57327e+006	1.1439e-006
5.57518e+006	1.10812e-006
5.57709e+006	1.10779e-006
5.579e+006	1.17302e-006
5.5809e+006	1.15641e-006
5.58281e+006	1.13804e-006
5.58472e+006	1.13472e-006
5.58662e+006	1.1097e-006
5.58853e+006	1.1437e-006
5.59044e+006	1.1211e-006
5.59235e+006	1.13344e-006
5.59425e+006	1.13524e-006
5.59616e+006	1.06634e-006
5.59807e+006	1.12383e-006
5.59998e+006	1.14989e-006
5.60188e+006	1.11796e-006
5.60379e+006	1.14162e-006
5.6057e+006	1.08085e-006
5.60761e+006	1.15168e-006
5.60951e+006	1.14045e-006
5.61142e+006	1.16711e-006
5.61333e+006	1.11841e-006
5.61523e+006	1.12965e-006
5.61714e+006	1.07517e-006
5.61905e+006	1.13256e-006
5.62096e+006	1.06696e-006
5.62286e+006	1.09977e-006
5.62477e+006	1.15138e-006
5.62668e+006	1.10362e-006
5.62859e+006	1.12167e-006
5.63049e+006	1.114e-006
5.6324e+006	1.12417e-006
5.63431e+006	1.11671e-006
5.63622e+006	1.1082e-006
5.63812e+006	1.05207e-006
5.64003e+006	1.0942e-006
5.64194e+006	1.10224e-006
5.64385e+006	1.10511e-006
5.64575e+006	1.09206e-006
5.64766e+006	1.10368e-006
5.64957e+006	1.08537e-006
5.65147e+006	1.08736e-006
5.65338e+006	1.10574e-006
