/* Noise measurement performed with PAQS - v2.8.4
/* Acquired at 15:6:41 on 17.2.2023
/* Frequency [Hz]	 Spectral power density [V/sqrt(Hz)]
46157.8	0.00011096
46205.5	0.000113049
46253.2	0.00011023
46300.9	0.000111437
46348.6	0.000109177
46396.3	0.000109691
46443.9	0.00011108
46491.6	0.000117115
46539.3	0.000115805
46587	0.00011766
46634.7	0.000112901
46682.4	0.000115449
46730	0.000111261
46777.7	0.000112401
46825.4	0.000115011
46873.1	0.000110105
46920.8	0.000111719
46968.5	0.000109204
47016.1	0.000117412
47063.8	0.000111152
47111.5	0.000105487
47159.2	0.000112751
47206.9	0.000114256
47254.6	0.000109955
47302.2	0.000115092
47349.9	0.000111431
47397.6	0.000112849
47445.3	0.000108616
47493	0.000113002
47540.7	0.000112268
47588.3	0.000111963
47636	0.000108708
47683.7	0.000111841
47731.4	0.000112227
47779.1	0.00011697
47826.8	0.000105303
47874.4	0.000113388
47922.1	0.000109087
47969.8	0.00011329
48017.5	0.000113786
48065.2	0.000112985
48112.9	0.000111224
48160.6	0.000113346
48208.2	0.000112922
48255.9	0.000106337
48303.6	0.000110689
48351.3	0.000108915
48399	0.000115975
48446.7	0.000108771
48494.3	0.000113868
48542	0.00010965
48589.7	0.000108178
48637.4	0.000105477
48685.1	0.000114215
48732.8	0.000114152
48780.4	0.000109329
48828.1	0.000108507
48875.8	0.000110063
48923.5	0.000108286
48971.2	0.000111281
49018.9	0.000111016
49066.5	0.000109864
49114.2	0.00010655
49161.9	0.000107308
49209.6	0.000107927
49257.3	0.000109759
49305	0.000114052
49352.6	0.000108917
49400.3	0.000110247
49448	0.00011074
49495.7	0.000106002
49543.4	0.000114733
49591.1	0.000109497
49638.8	0.000109793
49686.4	0.000107082
49734.1	0.000111264
49781.8	0.000109708
49829.5	0.000102882
49877.2	0.000108652
49924.9	0.000107245
49972.5	0.000107693
50020.2	0.00011178
50067.9	0.000109218
50115.6	0.000107668
50163.3	0.000109098
50211	0.000110231
50258.6	0.000105518
50306.3	0.000106764
50354	0.000108549
50401.7	0.000107712
50449.4	0.000112654
50497.1	0.000109117
50544.7	0.000111875
50592.4	0.000110008
50640.1	0.00010738
50687.8	0.000102145
50735.5	0.000110297
50783.2	0.000107734
50830.8	0.000105861
50878.5	0.00011173
50926.2	0.000106529
50973.9	0.000106316
51021.6	0.000108463
51069.3	0.000104519
51116.9	0.000106247
51164.6	0.000106206
51212.3	0.000108535
51260	0.000104871
51307.7	0.000107099
51355.4	0.00010848
51403	0.000108573
51450.7	0.000107429
51498.4	0.000109504
51546.1	0.000108226
51593.8	0.000105686
51641.5	0.000106683
51689.1	0.000105029
51736.8	0.000106168
51784.5	0.000108432
51832.2	0.000102959
51879.9	0.00010523
51927.6	0.000106441
51975.3	0.000103731
52022.9	0.000104649
52070.6	0.000105121
52118.3	0.000103085
52166	0.000103345
52213.7	0.000108835
52261.4	0.000103303
52309	0.000105474
52356.7	0.000105363
52404.4	0.00010665
52452.1	0.000103746
52499.8	0.000104105
52547.5	0.000105989
52595.1	0.00010641
52642.8	0.00010587
52690.5	0.000105494
52738.2	0.000107907
52785.9	0.000106094
52833.6	0.000107362
52881.2	0.000104157
52928.9	0.000106762
52976.6	0.000106776
53024.3	0.000104861
53072	0.000100423
53119.7	0.000101258
53167.3	0.00010371
53215	0.000107033
53262.7	0.000105763
53310.4	0.000106515
53358.1	0.000106731
53405.8	0.000103652
53453.4	0.000105672
53501.1	0.00010297
53548.8	0.000103899
53596.5	0.000103613
53644.2	0.000106154
53691.9	0.000101954
53739.5	9.87453e-005
53787.2	0.000104914
53834.9	0.000103179
53882.6	0.000107814
53930.3	0.000106763
53978	0.000100982
54025.6	0.000105078
54073.3	0.000104123
54121	0.00010724
54168.7	0.000101175
54216.4	0.000103672
54264.1	0.00010487
54311.8	0.000101826
54359.4	0.000102517
54407.1	9.98928e-005
54454.8	0.000102372
54502.5	0.000100861
54550.2	0.000104051
54597.9	0.000102765
54645.5	0.000103909
54693.2	0.000101009
54740.9	0.000104182
54788.6	9.96202e-005
54836.3	0.000104961
54884	0.000101135
54931.6	0.000101569
54979.3	0.000102087
55027	0.000105513
55074.7	0.00010346
55122.4	0.000101312
55170.1	0.000102762
55217.7	0.000101893
55265.4	0.000103879
55313.1	0.000107762
55360.8	0.000103448
55408.5	0.000103978
55456.2	0.000103046
55503.8	0.000104906
55551.5	0.000101564
55599.2	0.000100284
55646.9	0.000102743
55694.6	9.99487e-005
55742.3	0.000100176
55789.9	0.000104792
55837.6	0.000103678
55885.3	0.000105282
55933	0.00010349
55980.7	0.000100348
56028.4	0.000100714
56076.1	0.000101649
56123.7	0.000103532
56171.4	0.000102113
56219.1	0.000106295
56266.8	9.97111e-005
56314.5	0.000103862
