/* Noise measurement performed with PAQS - v2.9.2
/* ADC channel 3
/* Calculated as sqrt(averaged PSD) over 90 averaged noise traces
/* Acquired at 18:37:46 on 17.2.2023
/* Frequency [Hz]	 Power spectral density [Vrms/sqrt(Hz)]
1.76239e+006	5.11632e-006
1.7643e+006	5.0721e-006
1.7662e+006	5.30063e-006
1.76811e+006	5.4474e-006
1.77002e+006	4.59215e-006
1.77193e+006	5.0526e-006
1.77383e+006	4.81997e-006
1.77574e+006	4.91847e-006
1.77765e+006	5.18476e-006
1.77956e+006	5.30297e-006
1.78146e+006	4.86098e-006
1.78337e+006	5.03326e-006
1.78528e+006	5.39474e-006
1.78719e+006	4.91704e-006
1.78909e+006	4.84657e-006
1.791e+006	4.94248e-006
1.79291e+006	4.89942e-006
1.79482e+006	5.01211e-006
1.79672e+006	5.09482e-006
1.79863e+006	4.81098e-006
1.80054e+006	5.01167e-006
1.80244e+006	4.91162e-006
1.80435e+006	4.66617e-006
1.80626e+006	5.1902e-006
1.80817e+006	5.05547e-006
1.81007e+006	4.637e-006
1.81198e+006	5.38733e-006
1.81389e+006	5.37543e-006
1.8158e+006	4.87645e-006
1.8177e+006	5.15289e-006
1.81961e+006	5.0703e-006
1.82152e+006	4.80293e-006
1.82343e+006	5.16716e-006
1.82533e+006	4.77829e-006
1.82724e+006	5.09024e-006
1.82915e+006	5.22929e-006
1.83105e+006	5.11737e-006
1.83296e+006	4.68184e-006
1.83487e+006	4.78345e-006
1.83678e+006	4.89261e-006
1.83868e+006	5.08787e-006
1.84059e+006	5.31291e-006
1.8425e+006	4.74465e-006
1.84441e+006	4.81457e-006
1.84631e+006	5.11815e-006
1.84822e+006	5.08874e-006
1.85013e+006	5.32477e-006
1.85204e+006	4.53603e-006
1.85394e+006	4.71413e-006
1.85585e+006	4.90979e-006
1.85776e+006	4.45425e-006
1.85967e+006	5.06857e-006
1.86157e+006	4.78921e-006
1.86348e+006	5.178e-006
1.86539e+006	4.91567e-006
1.86729e+006	5.0486e-006
1.8692e+006	5.00483e-006
1.87111e+006	5.45159e-006
1.87302e+006	4.98968e-006
1.87492e+006	4.84466e-006
1.87683e+006	4.66708e-006
1.87874e+006	5.42907e-006
1.88065e+006	4.49357e-006
1.88255e+006	4.62612e-006
1.88446e+006	4.58025e-006
1.88637e+006	5.25538e-006
1.88828e+006	5.31448e-006
